,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
1446,2,9,22227,9,2,3,2,2
1447,1,27,12214,4,6,4,1,2
1448,1,90,23260,5,2,4,3,2
1449,2,34,21987,3,4,3,4,2
1450,1,70,16788,6,6,5,4,2
1451,1,41,24589,4,0,5,7,2
1452,1,37,6732,0,4,4,2,2
1453,1,6,13324,1,4,7,2,2
1454,2,58,1730,7,0,4,2,0
1455,1,85,12725,8,6,4,7,2
1456,2,3,3326,4,3,3,3,1
1457,1,75,19560,3,6,5,3,2
1458,2,11,3319,12,3,3,6,1
1459,2,29,7867,9,4,5,1,2
1460,1,78,24856,11,2,7,3,2
1461,2,83,10436,0,6,3,2,2
1462,1,26,19626,5,0,7,4,2
1463,1,80,12874,5,4,3,4,2
1464,2,35,22013,10,3,5,6,2
1465,2,52,1800,8,6,7,5,0
1466,2,17,7410,2,6,7,5,2
1467,2,80,5818,2,6,4,2,1
1468,1,10,8889,3,1,5,4,2
1469,2,60,2876,2,2,3,2,1
1470,1,73,19825,6,3,3,2,2
1471,2,99,4607,7,4,7,7,1
1472,2,25,26617,12,4,3,1,2
1473,1,26,8827,9,6,4,1,2
1474,2,51,6407,12,5,3,5,2
1475,1,79,14171,5,5,4,2,2
1476,2,27,10904,8,1,5,7,2
1477,2,4,24753,11,4,5,4,2
1478,1,85,7285,0,6,5,4,2
1479,1,53,14776,3,1,7,7,2
1480,1,23,12631,12,6,7,2,2
1481,1,22,26390,7,4,5,4,2
1482,1,92,22711,5,5,3,3,2
1483,1,43,10826,11,2,3,2,2
1484,1,6,2685,5,3,4,4,1
1485,2,13,15865,12,3,3,3,2
1486,1,77,23093,4,6,3,6,2
1487,2,17,14332,10,1,3,7,2
1488,2,40,5108,11,0,4,5,1
1489,1,94,13726,1,3,5,6,2
1490,2,68,2576,11,1,7,1,1
1491,2,18,5280,4,0,5,7,1
1492,1,2,22079,5,4,5,5,2
1493,2,27,26545,9,6,3,3,2
1494,1,8,26700,8,2,7,5,2
1495,2,79,24653,3,1,4,3,2
1496,2,51,3618,11,6,3,4,1
1497,1,87,2170,3,3,3,4,0
1498,2,47,12887,9,5,4,2,2
1499,2,63,20717,3,4,4,3,2
1500,1,30,25240,3,3,5,6,2
1501,1,13,21472,7,2,5,5,2
1502,2,92,8404,12,6,3,2,2
1503,2,46,22950,10,1,4,2,2
1504,1,14,1978,6,0,5,3,0
1505,2,46,5408,6,0,3,6,1
1506,1,45,20284,7,0,4,5,2
1507,1,97,12259,7,6,3,6,2
1508,2,4,18253,0,1,4,3,2
1509,1,10,12708,12,6,3,5,2
1510,1,63,5518,11,0,5,5,1
1511,2,18,18953,5,4,4,6,2
1512,1,100,12339,9,5,7,1,2
1513,2,72,19651,7,2,4,4,2
1514,2,58,18809,3,1,7,5,2
1515,2,73,21782,11,3,7,1,2
1516,1,13,17345,12,5,3,2,2
1517,2,12,417,4,4,3,6,0
1518,2,29,24125,2,0,3,4,2
1519,2,78,20284,4,1,4,2,2
1520,2,77,6779,4,6,3,1,2
1521,1,9,15931,8,2,4,7,2
1522,1,46,1598,9,2,5,2,0
1523,2,60,3179,7,6,3,6,1
1524,1,76,13294,12,5,7,5,2
1525,1,29,16226,4,6,3,7,2
1526,1,75,11202,9,5,3,3,2
1527,2,24,25155,7,5,5,7,2
1528,1,59,23292,5,3,4,7,2
1529,1,72,20384,4,0,7,7,2
1530,1,15,8468,2,3,3,4,2
1531,1,54,8912,9,3,4,1,2
1532,1,32,26586,9,6,5,1,2
1533,2,80,15666,4,1,5,4,2
1534,1,11,17805,2,1,5,4,2
1535,1,15,19264,2,3,4,7,2
1536,2,25,26131,2,3,4,5,2
1537,2,21,6031,2,1,5,1,2
1538,2,22,20800,9,3,7,5,2
1539,2,81,25512,11,5,7,7,2
1540,1,92,10779,10,4,4,2,2
1541,1,91,7271,10,0,5,7,2
1542,1,72,5543,4,2,7,5,1
1543,1,91,15429,3,5,4,6,2
1544,1,92,6220,12,1,7,2,2
1545,2,99,19632,1,3,7,3,2
1546,1,30,10892,6,4,4,7,2
1547,2,41,1829,8,3,7,1,0
1548,2,9,21157,7,2,4,7,2
1549,2,52,2383,5,2,7,4,1
1550,1,43,3719,3,5,3,4,1
1551,1,81,5639,11,2,7,7,1
1552,2,50,5911,8,2,4,6,1
1553,2,16,5710,10,2,5,2,1
1554,2,64,25262,6,2,3,6,2
1555,2,26,6451,11,3,5,1,2
1556,2,7,16393,11,2,3,1,2
1557,2,54,8139,1,5,5,4,2
1558,1,82,13977,8,4,4,3,2
1559,2,58,12970,2,6,4,7,2
1560,2,75,6026,4,6,7,2,2
1561,2,57,1283,7,4,7,6,0
1562,2,58,22082,5,0,5,6,2
1563,2,76,9971,2,3,4,1,2
1564,1,13,19351,9,2,7,2,2
1565,2,72,26173,1,0,5,7,2
1566,1,18,12261,11,6,4,1,2
1567,2,17,4570,2,0,4,3,1
1568,2,42,10184,1,5,5,4,2
1569,1,44,27191,7,6,3,7,2
1570,2,98,21238,10,5,7,3,2
1571,1,75,5089,2,2,5,5,1
1572,1,87,20425,8,0,3,5,2
